temperature,ph,dissolved_oxygen,salinity,water_color,mortality_count,feed_given,pond_age,disease_risk
31.2,7.2,4.6,6,Brown,26,140,108,Moderate
33.8,8.4,7.0,20,Brown,26,228,30,Moderate
32.0,6.8,2.4,14,Black,15,210,51,High
31.2,7.4,2.8,21,Green,35,74,141,High
25.9,8.7,3.7,21,Black,19,49,61,High
27.5,6.7,6.0,21,Light Green,8,128,60,Healthy
25.6,7.3,4.4,19,Black,5,134,60,Moderate
30.4,8.1,6.6,22,Green,35,229,28,Healthy
25.5,8.2,3.9,13,Dark Green,16,57,99,High
25.0,6.9,5.6,16,Green,10,192,40,Moderate
30.2,7.3,7.9,15,Dark Green,37,182,45,Moderate
32.4,9.4,5.1,9,Light Green,30,230,59,Moderate
28.4,8.4,7.5,32,Black,24,218,123,Moderate
25.7,7.0,5.8,25,Green,10,32,21,Moderate
30.7,9.5,7.5,20,Light Green,36,238,99,Moderate
29.7,9.5,6.7,14,Green,22,91,28,Moderate
30.9,8.3,4.1,31,Brown,11,148,134,Healthy
34.7,8.5,6.2,20,Green,0,44,135,Healthy
27.7,9.4,5.3,10,Dark Green,6,117,127,Moderate
25.6,6.8,5.3,5,Light Green,9,102,149,Moderate
34.9,9.4,4.7,35,Brown,13,108,17,Moderate
32.0,7.7,7.3,15,Brown,30,186,57,Moderate
28.7,7.7,3.9,12,Dark Green,30,181,120,High
34.5,8.9,5.3,35,Light Green,5,63,1,Healthy
33.1,7.3,2.1,13,Green,12,72,14,Moderate
32.2,6.6,5.5,34,Green,5,158,19,Healthy
28.8,8.1,6.1,12,Light Green,6,103,89,Healthy
32.0,6.6,5.0,25,Green,30,38,66,Moderate
25.9,7.0,2.3,13,Brown,13,100,78,High
26.2,7.8,7.2,10,Light Green,0,160,40,Healthy
31.6,8.5,7.0,28,Brown,39,54,19,Moderate
30.5,6.6,7.4,11,Dark Green,3,110,95,Moderate
34.9,7.1,3.0,22,Green,37,220,101,High
30.0,9.3,3.5,32,Green,17,228,35,High
33.6,8.2,6.1,26,Light Green,0,179,32,Healthy
26.6,7.5,2.7,28,Light Green,29,232,70,Moderate
26.8,8.1,6.5,15,Light Green,20,281,11,Healthy
32.5,7.3,6.8,28,Green,22,241,46,Moderate
33.1,6.8,6.4,28,Light Green,2,254,105,Moderate
29.2,7.3,2.2,31,Black,3,49,94,Moderate
29.5,8.7,2.2,18,Black,24,170,129,High
27.7,9.1,3.7,33,Black,26,181,40,High
32.5,8.4,6.2,32,Light Green,15,271,141,Healthy
24.8,8.9,6.0,9,Light Green,30,235,11,Moderate
28.9,8.4,2.3,33,Brown,24,186,14,Moderate
24.4,6.5,4.6,35,Brown,21,164,55,High
26.2,9.0,5.2,15,Black,6,34,84,Moderate
33.8,8.5,4.3,30,Green,24,129,10,Moderate
26.7,7.6,6.3,17,Green,31,207,51,Healthy
34.5,7.9,5.7,22,Black,36,139,55,High
31.7,8.5,2.9,19,Black,35,29,141,High
29.8,9.4,5.7,18,Light Green,26,202,107,Moderate
28.1,8.6,2.4,23,Brown,13,152,34,Moderate
30.1,8.7,5.1,5,Green,7,263,148,Healthy
33.3,7.1,2.9,7,Dark Green,20,194,83,High
31.0,9.1,7.6,6,Black,17,176,63,High
25.3,7.3,7.2,32,Dark Green,33,158,40,High
34.2,9.1,3.5,25,Green,39,268,99,High
24.5,9.3,8.0,33,Green,30,57,97,Moderate
25.6,9.0,4.5,19,Brown,35,37,99,High
30.1,7.4,5.8,13,Green,11,87,105,Healthy
24.7,7.9,2.9,27,Dark Green,33,21,34,High
30.4,7.1,2.6,24,Dark Green,33,92,45,High
29.4,7.9,7.7,19,Light Green,38,63,85,Healthy
24.9,9.0,7.2,21,Black,28,60,23,High
26.6,7.9,6.5,21,Green,1,196,112,Healthy
31.4,6.7,3.5,17,Black,22,69,146,High
32.3,6.9,2.6,26,Light Green,18,217,21,High
24.2,6.8,3.8,11,Brown,7,86,74,High
32.1,7.5,5.2,28,Black,5,66,81,Moderate
26.0,7.6,7.8,6,Green,17,161,127,Healthy
30.7,9.2,6.1,15,Brown,17,64,40,Moderate
28.6,7.6,3.6,33,Light Green,28,250,83,Moderate
32.9,7.5,3.8,12,Green,19,176,74,Moderate
28.0,8.3,5.8,25,Dark Green,39,200,103,Moderate
27.8,7.6,4.1,28,Light Green,17,68,131,Moderate
27.2,9.5,4.7,21,Brown,4,247,31,Moderate
32.8,6.9,5.9,15,Green,25,182,90,Moderate
24.8,8.6,6.0,31,Light Green,18,112,107,Moderate
29.5,6.6,4.7,7,Black,18,235,120,High
34.4,7.3,5.6,32,Black,7,193,150,Moderate
24.8,7.3,3.6,29,Black,3,38,12,High
30.2,7.8,6.2,22,Light Green,16,47,72,Healthy
34.8,7.7,7.8,25,Black,0,61,115,Moderate
26.2,8.5,5.4,29,Brown,26,147,149,Moderate
27.9,8.8,7.0,8,Brown,20,279,1,Moderate
33.7,9.5,2.1,12,Brown,7,266,49,High
32.5,7.1,6.7,28,Dark Green,25,154,61,Moderate
34.2,7.9,5.1,23,Brown,23,49,146,Moderate
24.1,8.2,2.1,11,Black,31,190,141,High
30.3,7.9,4.4,17,Black,24,63,69,Moderate
24.8,9.0,3.5,17,Dark Green,19,261,11,High
31.9,7.3,4.0,10,Black,8,49,56,Moderate
27.2,7.8,3.3,34,Brown,23,299,104,Moderate
31.6,8.2,2.6,17,Black,24,274,141,High
27.0,9.2,4.5,16,Green,7,139,26,Moderate
29.3,7.9,6.0,31,Dark Green,24,156,117,Moderate
33.8,9.2,2.2,19,Light Green,5,159,142,Moderate
24.7,6.7,2.3,13,Brown,34,63,20,High
35.0,7.1,4.9,31,Green,17,174,120,Moderate
31.7,8.7,2.5,7,Brown,26,84,140,High
30.5,8.5,4.1,30,Dark Green,1,136,32,Healthy
29.2,7.3,4.2,25,Brown,7,93,113,Moderate
30.1,8.3,6.3,21,Green,10,286,13,Healthy
30.4,9.4,6.8,29,Green,35,55,71,Moderate
34.9,6.8,3.2,5,Green,37,169,52,High
34.3,7.7,7.5,21,Black,32,178,122,High
33.6,9.4,6.6,12,Light Green,39,271,130,Moderate
33.3,6.8,6.7,24,Light Green,29,44,102,Moderate
32.3,9.0,2.7,5,Black,37,203,101,High
32.3,7.0,2.8,6,Dark Green,2,155,45,Moderate
33.6,7.8,3.2,7,Green,33,261,42,High
31.1,8.5,2.3,14,Green,8,129,47,Moderate
34.0,9.1,7.4,28,Brown,19,112,27,High
29.9,6.5,2.5,29,Light Green,31,214,105,High
24.8,8.0,5.5,30,Dark Green,11,220,23,Moderate
30.6,7.6,4.5,14,Green,12,271,41,Healthy
31.5,6.8,7.8,9,Dark Green,25,177,144,High
26.9,7.8,6.6,14,Green,4,63,36,Healthy
24.8,9.5,4.4,15,Dark Green,21,265,22,High
29.6,9.2,6.1,20,Dark Green,25,78,61,Moderate
27.3,7.5,3.0,30,Brown,38,34,135,Moderate
32.5,8.4,2.9,7,Dark Green,16,74,125,High
25.5,8.8,7.5,12,Brown,21,231,103,Moderate
32.5,9.4,3.2,34,Black,27,134,49,High
24.9,6.9,2.9,23,Black,12,127,58,High
25.1,7.0,5.2,22,Green,34,102,142,Moderate
33.2,9.2,3.7,34,Light Green,38,216,60,High
30.8,8.4,4.0,34,Brown,22,247,33,Moderate
24.9,7.4,3.3,27,Black,0,114,127,High
30.9,8.7,5.7,23,Light Green,26,80,141,Moderate
34.0,8.7,2.1,32,Dark Green,15,256,90,High
25.1,9.0,6.2,5,Black,12,220,37,Moderate
28.7,7.7,5.2,10,Green,15,66,134,Healthy
30.2,8.8,4.3,6,Light Green,17,265,123,Moderate
31.6,6.5,5.9,27,Green,3,143,34,Healthy
34.8,9.0,3.4,32,Dark Green,17,63,85,High
33.9,7.6,4.4,32,Brown,33,131,118,Moderate
31.4,8.6,7.7,22,Green,15,171,101,Healthy
24.8,8.2,3.8,31,Brown,11,188,116,Moderate
26.1,7.3,3.1,5,Black,31,160,78,High
26.7,8.2,7.3,15,Black,29,43,120,Moderate
25.9,7.5,4.6,28,Brown,39,149,98,Moderate
34.4,8.5,2.3,17,Black,14,211,150,High
25.1,7.5,3.9,17,Black,18,97,131,High
34.3,7.3,4.2,27,Brown,2,70,64,Moderate
31.3,9.1,5.1,31,Black,37,258,92,High
26.6,7.5,5.9,21,Black,4,210,49,Healthy
26.1,8.8,5.8,21,Black,36,220,62,Moderate
31.1,8.9,7.7,16,Light Green,31,161,100,Moderate
26.2,8.5,5.9,9,Dark Green,29,239,85,Moderate
30.4,8.5,6.8,9,Green,2,254,28,Healthy
29.1,8.0,7.6,23,Light Green,22,251,92,Healthy
29.0,7.0,2.5,29,Green,18,297,135,Moderate
25.1,6.9,6.4,11,Brown,15,89,27,Moderate
31.0,7.2,3.3,6,Green,37,172,77,Moderate
30.2,7.3,6.7,26,Light Green,1,105,143,Healthy
27.1,7.3,3.9,20,Green,4,187,55,Moderate
25.2,8.7,3.2,12,Dark Green,4,72,79,High
32.1,9.3,3.8,6,Dark Green,34,131,16,High
24.3,7.3,7.5,23,Black,2,251,126,Moderate
25.0,8.4,3.4,20,Green,10,117,58,Moderate
25.2,8.8,6.9,13,Brown,6,160,109,Moderate
30.1,7.1,3.5,10,Green,35,146,22,Moderate
27.6,7.3,3.6,9,Green,26,84,15,Moderate
32.6,9.1,7.0,26,Black,3,245,118,Moderate
30.3,9.3,3.2,25,Black,20,216,141,High
25.5,6.9,6.7,14,Light Green,18,256,124,Moderate
27.2,7.4,7.0,30,Black,2,293,11,Moderate
28.2,8.0,4.8,35,Dark Green,1,260,126,Healthy
32.3,7.9,5.1,17,Light Green,6,243,57,Healthy
30.4,8.8,6.4,13,Dark Green,31,186,31,Moderate
33.6,7.9,7.1,33,Light Green,28,195,150,Moderate
28.5,8.4,4.8,10,Black,9,132,74,Moderate
26.4,7.3,6.7,31,Green,35,160,111,Moderate
28.0,8.7,5.2,13,Black,31,127,3,Moderate
28.9,8.3,2.2,15,Light Green,5,65,128,Healthy
24.8,6.7,5.0,21,Green,28,77,34,Moderate
30.8,7.5,7.3,15,Black,23,252,91,Moderate
30.2,8.4,5.8,31,Brown,3,217,144,Healthy
27.4,8.2,7.0,7,Black,31,83,69,Moderate
29.7,7.6,3.1,6,Black,18,294,22,High
26.0,6.6,3.3,34,Light Green,11,175,50,Moderate
28.1,9.1,2.6,19,Green,8,115,28,Moderate
30.6,7.4,2.7,9,Brown,24,58,10,High
32.9,7.2,6.9,9,Dark Green,39,99,132,Moderate
33.4,7.2,3.3,25,Dark Green,5,236,55,High
26.7,6.9,7.6,9,Dark Green,40,172,97,Moderate
32.9,8.4,5.2,12,Dark Green,13,105,3,Moderate
27.0,8.7,5.5,6,Green,32,150,138,Moderate
30.3,8.6,6.6,20,Light Green,11,40,69,Healthy
33.5,9.3,2.1,16,Black,13,246,143,High
27.3,9.1,6.2,24,Brown,27,137,55,Moderate
31.8,7.3,5.1,29,Light Green,16,85,113,Moderate
27.5,9.4,4.0,18,Dark Green,14,179,147,Moderate
26.3,7.4,5.0,12,Black,35,166,124,Moderate
25.4,8.4,4.2,20,Brown,13,289,129,Moderate
29.8,7.8,7.7,7,Black,13,157,79,Moderate
34.8,9.5,2.9,33,Green,9,111,78,High
34.6,8.8,3.5,30,Dark Green,4,207,43,High
26.5,7.6,5.2,11,Brown,14,220,75,Healthy
28.4,7.9,2.3,32,Brown,36,94,137,Moderate
34.7,7.3,6.6,7,Green,25,163,1,Moderate
34.7,7.7,7.0,10,Brown,34,75,14,Moderate
33.7,7.8,3.3,34,Green,36,177,145,High
33.9,8.3,2.4,27,Black,19,53,50,High
26.8,7.2,5.2,34,Light Green,15,50,126,Healthy
32.9,8.5,7.6,5,Black,6,189,55,Moderate
25.6,8.1,7.7,31,Green,17,138,142,Moderate
34.7,7.9,7.6,14,Green,35,212,69,Moderate
29.0,6.7,5.1,22,Brown,24,41,80,Moderate
28.6,8.4,4.8,18,Dark Green,11,65,76,Moderate
34.5,6.9,6.0,34,Black,5,101,31,Moderate
34.3,9.0,2.9,19,Green,20,280,62,High
24.4,8.2,6.4,24,Brown,28,39,52,Moderate
24.4,9.0,7.6,6,Light Green,19,81,121,Moderate
25.2,9.0,4.8,31,Brown,13,266,68,Moderate
28.0,7.6,2.8,22,Black,10,88,82,Moderate
29.3,6.7,4.0,12,Brown,10,172,145,Moderate
26.9,7.5,6.2,23,Brown,11,82,90,Healthy
25.1,8.4,7.3,32,Light Green,1,274,125,Healthy
24.4,8.4,2.5,29,Light Green,2,145,87,Moderate
25.3,7.0,7.2,6,Dark Green,28,35,53,High
25.5,9.0,4.9,30,Black,32,111,21,High
25.7,7.0,4.3,11,Black,4,223,29,Moderate
26.4,8.0,4.7,12,Black,32,29,111,Moderate
34.9,6.8,4.7,14,Green,25,213,134,High
28.2,8.4,7.4,5,Brown,11,183,111,Healthy
29.5,7.7,3.5,31,Brown,24,168,136,Moderate
26.3,8.1,4.6,8,Light Green,15,272,107,Healthy
26.9,7.2,7.6,6,Light Green,37,41,72,Moderate
31.6,7.7,3.4,11,Light Green,27,282,125,Moderate
32.9,6.8,7.1,18,Green,6,272,16,Moderate
24.6,7.2,3.1,9,Brown,7,282,3,High
31.3,8.3,2.6,33,Dark Green,40,245,72,High
34.9,9.1,5.2,22,Brown,27,99,98,High
34.2,8.3,5.0,34,Light Green,1,240,108,Healthy
28.8,7.2,7.2,8,Dark Green,24,155,77,Moderate
33.8,6.5,4.2,24,Dark Green,31,141,107,High
26.0,9.4,7.8,20,Dark Green,26,239,116,Moderate
34.6,8.9,5.6,9,Brown,17,71,7,Moderate
27.2,7.5,7.0,9,Brown,4,148,97,Healthy
30.6,9.1,5.0,35,Green,0,124,16,Healthy
30.2,9.0,4.5,16,Light Green,1,109,99,Healthy
29.0,7.5,4.2,24,Black,36,275,127,Moderate
28.4,6.7,5.5,17,Black,0,86,31,Moderate
24.7,8.6,7.8,8,Dark Green,23,216,24,High
24.6,9.2,5.5,22,Green,14,127,34,Moderate
31.4,9.1,4.3,6,Light Green,23,247,41,Moderate
24.2,7.1,5.1,17,Brown,20,259,31,Moderate
30.7,8.1,6.1,12,Light Green,34,50,4,Healthy
31.2,7.7,3.6,8,Green,0,293,47,Moderate
27.7,9.0,4.7,27,Brown,9,218,91,Moderate
24.2,9.1,3.2,34,Dark Green,14,274,48,High
24.7,7.2,6.8,9,Brown,31,149,102,Moderate
31.0,8.3,6.7,20,Green,24,164,18,Healthy
34.8,7.2,6.5,7,Green,39,273,116,Moderate
29.1,9.4,5.1,17,Brown,30,105,47,Moderate
25.3,8.9,7.3,9,Green,0,45,81,Healthy
33.6,8.7,5.9,17,Light Green,29,43,4,Moderate
27.1,8.3,6.9,21,Brown,3,264,6,Healthy
24.3,9.3,6.8,31,Black,23,292,115,High
26.8,8.8,2.6,11,Dark Green,30,226,145,High
31.0,8.3,4.2,25,Green,16,43,137,Moderate
34.2,9.3,2.0,29,Dark Green,9,259,95,High
25.1,7.6,3.5,17,Black,20,299,95,High
32.2,7.5,2.7,16,Dark Green,30,57,21,High
28.4,8.0,4.6,24,Light Green,34,191,16,Moderate
27.3,7.3,7.6,6,Light Green,3,194,136,Healthy
28.7,7.8,3.4,11,Black,17,109,2,High
24.0,9.3,3.1,8,Brown,11,161,146,High
32.1,7.1,3.0,11,Green,35,209,18,High
32.6,8.0,7.0,15,Brown,17,73,33,Moderate
26.3,9.2,4.0,35,Black,19,78,49,High
27.6,8.7,2.5,31,Green,36,103,68,Moderate
31.2,7.0,7.5,30,Brown,34,68,82,Moderate
26.0,9.4,4.6,7,Green,16,233,150,Moderate
34.0,7.9,5.6,16,Dark Green,3,285,106,Moderate
33.7,9.2,6.4,24,Light Green,34,177,36,Moderate
29.7,6.8,6.9,23,Brown,1,232,71,Healthy
26.8,9.3,2.4,8,Green,6,267,115,Moderate
28.4,8.2,4.1,34,Dark Green,11,239,4,Moderate
29.8,8.0,4.6,19,Light Green,40,51,8,Moderate
27.7,8.0,4.4,29,Green,21,176,100,Moderate
24.2,7.5,6.7,34,Green,17,52,39,Moderate
34.0,8.7,7.9,17,Black,20,67,95,High
27.1,8.0,5.7,13,Black,11,194,30,Moderate
25.2,7.1,7.4,35,Green,23,263,52,Moderate
29.3,9.0,3.7,8,Green,26,78,67,Moderate
28.8,9.0,2.2,13,Black,34,204,109,High
34.4,6.7,2.4,22,Dark Green,24,264,97,High
26.6,8.4,3.3,13,Light Green,24,128,142,Moderate
28.0,8.4,7.7,20,Light Green,12,54,143,Healthy
33.4,8.3,7.1,33,Dark Green,24,63,133,Moderate
31.2,7.4,6.1,13,Light Green,33,99,8,Moderate
24.2,6.9,6.5,19,Dark Green,39,129,60,High
24.2,7.3,4.4,10,Green,8,263,52,Moderate
33.3,6.8,6.5,6,Green,34,104,11,Moderate
34.1,6.5,7.5,18,Dark Green,35,172,101,High
31.5,7.9,3.2,34,Black,2,274,79,Moderate
33.1,8.4,3.6,14,Brown,20,280,81,High
31.8,8.9,2.2,35,Light Green,6,27,3,Moderate
26.9,8.6,5.7,32,Light Green,22,142,18,Moderate
27.3,6.9,2.3,34,Green,29,138,126,High
27.5,8.0,2.1,17,Dark Green,20,184,20,High
25.6,7.1,4.1,20,Light Green,7,281,132,Moderate
29.5,6.8,3.4,10,Black,4,169,103,High
33.9,9.3,3.5,6,Green,7,295,63,High
29.1,6.8,2.5,18,Black,26,162,40,High
28.3,7.6,7.3,12,Green,6,287,129,Healthy
24.1,8.0,2.7,14,Light Green,36,290,124,High
24.8,9.0,3.4,24,Green,14,209,19,Moderate
27.6,9.0,7.3,11,Brown,22,256,120,Moderate
24.9,7.2,4.7,14,Brown,33,252,47,High
28.4,9.4,8.0,18,Brown,15,125,123,Moderate
32.1,8.7,3.7,35,Dark Green,28,223,123,High
30.9,7.9,3.7,12,Brown,16,123,76,Moderate
26.8,9.5,5.9,21,Green,2,52,92,Healthy
29.1,9.4,5.6,28,Light Green,2,186,118,Healthy
24.6,8.4,6.6,8,Light Green,18,171,66,Moderate
31.6,8.7,4.6,5,Light Green,36,33,115,Moderate
28.3,8.3,4.6,5,Light Green,24,122,60,Moderate
28.3,9.3,2.2,7,Brown,18,274,86,High
27.5,9.0,3.6,14,Dark Green,25,160,120,High
28.1,8.3,6.9,33,Green,1,275,138,Healthy
33.5,7.8,4.6,33,Brown,1,179,6,Moderate
30.3,9.1,5.6,12,Black,10,98,104,Moderate
26.8,8.1,2.8,9,Green,3,142,49,Healthy
29.1,8.2,4.5,26,Black,40,28,147,Moderate
29.4,8.2,4.1,9,Dark Green,35,118,104,Moderate
33.7,7.3,7.9,13,Green,28,164,6,Moderate
33.1,7.5,3.7,19,Green,29,256,46,High
33.0,7.0,3.6,10,Dark Green,36,204,141,High
29.2,7.2,4.4,18,Green,1,174,19,Healthy
34.8,9.0,2.9,25,Brown,12,217,142,High
27.4,8.2,3.6,19,Brown,2,59,54,Moderate
27.8,7.8,5.1,18,Black,5,224,112,Healthy
32.5,8.1,7.7,29,Green,17,230,112,Moderate
24.7,8.0,6.6,14,Dark Green,24,180,147,Moderate
33.3,8.3,7.1,30,Light Green,34,43,122,Moderate
27.7,7.1,7.0,7,Brown,3,131,77,Healthy
29.1,9.1,2.5,27,Brown,30,293,62,High
28.4,8.3,2.8,34,Brown,11,43,135,Moderate
34.2,7.1,3.5,10,Brown,31,57,14,High
25.9,8.4,5.1,29,Brown,21,21,140,Moderate
33.3,7.0,6.2,19,Green,13,99,4,Moderate
24.9,8.5,3.2,6,Dark Green,2,60,126,Moderate
34.9,7.6,2.0,27,Green,30,116,90,High
28.8,9.2,7.7,28,Black,13,192,126,Moderate
34.2,6.7,6.8,14,Dark Green,22,41,140,High
31.7,9.5,2.3,16,Green,24,180,25,High
25.6,9.0,6.8,6,Light Green,1,174,150,Healthy
29.3,7.0,4.5,22,Brown,18,280,64,Moderate
25.4,6.9,6.2,35,Green,30,143,72,Moderate
26.9,8.3,3.0,12,Dark Green,3,150,136,Moderate
25.3,8.2,7.5,12,Brown,21,92,139,Moderate
30.2,7.8,4.8,26,Dark Green,38,66,45,Moderate
32.8,9.0,6.1,11,Black,13,281,99,Moderate
26.5,7.1,5.1,6,Brown,17,35,97,Moderate
24.3,8.6,6.9,19,Black,36,86,115,High
29.3,8.1,4.2,23,Dark Green,7,240,39,Moderate
27.8,6.8,4.3,9,Brown,11,234,107,Moderate
25.2,8.8,4.5,8,Light Green,18,231,105,Moderate
25.6,9.0,5.1,32,Green,38,294,10,Moderate
28.9,9.1,6.2,20,Brown,8,251,125,Moderate
29.1,9.3,2.4,16,Light Green,39,117,111,High
25.0,8.1,3.7,20,Green,12,194,119,Moderate
27.5,8.7,6.8,35,Black,28,166,142,Moderate
29.6,7.2,5.8,15,Dark Green,28,246,22,Moderate
32.0,8.4,6.4,14,Dark Green,31,126,62,Moderate
25.4,7.4,4.7,22,Dark Green,9,109,121,Moderate
29.4,7.0,3.7,29,Light Green,29,117,107,Moderate
27.8,7.0,3.8,28,Green,16,53,79,Moderate
35.0,7.0,5.6,25,Light Green,9,118,89,Moderate
33.6,8.1,5.9,17,Black,35,57,144,High
26.7,8.9,5.7,31,Black,39,249,124,Moderate
34.0,8.5,3.2,24,Light Green,14,92,17,Moderate
26.8,7.2,7.7,17,Light Green,26,32,120,Moderate
26.8,7.6,6.9,35,Light Green,27,182,59,Healthy
28.8,8.4,3.2,26,Green,5,39,76,Healthy
30.6,7.9,6.6,23,Light Green,36,184,2,Healthy
33.4,7.4,7.8,22,Dark Green,2,226,104,Moderate
26.9,8.8,6.8,28,Dark Green,12,73,132,Moderate
30.2,7.2,3.0,10,Light Green,14,184,141,Moderate
29.7,7.9,4.1,6,Dark Green,34,133,69,Moderate
32.0,7.2,7.3,25,Light Green,32,265,135,Moderate
29.7,8.2,6.8,11,Brown,28,133,112,Moderate
28.0,8.3,4.3,14,Light Green,4,168,53,Healthy
32.6,8.0,7.4,14,Green,21,31,120,Moderate
24.3,8.9,3.3,23,Dark Green,26,286,105,High
32.1,9.0,4.0,30,Light Green,13,290,35,Moderate
24.5,7.5,3.5,29,Green,38,218,15,High
33.3,8.4,2.2,20,Green,25,48,111,High
32.8,8.5,4.4,30,Black,22,95,72,High
26.9,8.6,6.1,35,Black,25,32,5,Moderate
34.9,8.5,3.5,16,Light Green,21,198,30,High
25.6,8.3,2.7,24,Green,3,75,102,Moderate
31.5,8.2,4.7,26,Black,1,177,144,Moderate
33.1,7.7,3.6,18,Green,25,175,101,High
29.4,9.3,6.5,35,Dark Green,32,66,61,Moderate
24.6,6.6,4.8,6,Green,13,41,124,Moderate
29.8,9.2,3.8,34,Light Green,9,263,110,Moderate
26.0,9.3,7.8,12,Light Green,39,63,87,Moderate
34.0,9.5,3.0,22,Black,11,275,93,High
25.6,6.9,5.8,30,Green,6,39,105,Moderate
33.9,7.3,5.7,22,Light Green,17,299,47,Moderate
27.1,6.9,3.1,15,Green,25,171,110,High
33.7,8.5,4.4,7,Black,27,141,70,High
25.6,8.2,2.7,22,Light Green,20,210,133,High
32.0,6.9,2.1,22,Black,25,78,64,High
28.0,7.9,5.3,28,Brown,6,252,115,Healthy
29.3,9.0,3.6,20,Light Green,14,90,121,Moderate
24.8,8.3,5.3,24,Black,2,112,116,Moderate
33.2,9.2,3.0,16,Brown,1,58,26,High
33.8,8.2,7.2,5,Green,11,128,52,Healthy
32.7,6.5,3.3,15,Black,15,130,139,High
24.3,6.8,4.1,24,Dark Green,15,215,142,High
31.3,9.0,3.9,7,Light Green,34,170,65,High
24.6,6.9,5.3,26,Brown,11,285,10,Moderate
31.9,6.8,7.7,28,Brown,11,267,7,Moderate
33.5,8.5,5.4,21,Light Green,20,268,129,Moderate
30.2,7.9,5.4,8,Dark Green,9,175,135,Healthy
26.9,9.5,4.8,24,Green,35,270,69,Moderate
34.4,9.1,3.6,10,Dark Green,33,58,110,High
26.4,6.9,6.5,23,Light Green,22,215,3,Moderate
31.5,9.2,4.8,6,Light Green,21,198,11,Moderate
28.6,7.9,3.7,26,Brown,10,109,64,Moderate
24.5,8.0,4.8,9,Green,15,66,55,Moderate
30.2,8.7,3.3,7,Light Green,19,281,119,Moderate
31.6,9.1,3.3,29,Green,9,55,26,Moderate
28.4,8.6,7.7,35,Light Green,30,50,31,Moderate
27.0,7.0,5.0,32,Brown,39,157,133,Moderate
25.9,7.0,4.7,35,Black,37,200,37,High
30.5,8.8,7.1,14,Green,0,158,121,Healthy
27.6,8.1,7.6,7,Green,17,131,117,Healthy
24.6,8.6,6.4,35,Black,21,165,123,High
25.7,7.5,7.4,16,Dark Green,26,211,147,Moderate
34.1,7.1,5.9,7,Brown,0,152,108,Moderate
24.8,8.6,4.5,26,Black,12,284,83,High
27.7,9.2,5.5,7,Green,11,226,106,Healthy
24.3,7.1,4.6,31,Black,3,242,57,Moderate
25.4,6.9,7.1,20,Green,19,171,28,Moderate
30.3,6.9,3.5,34,Light Green,40,62,24,High
26.3,6.8,4.8,27,Black,25,120,11,High
33.5,6.5,5.8,5,Brown,20,272,88,High
34.5,9.3,6.9,12,Dark Green,4,207,72,Moderate
34.8,7.6,6.6,15,Black,0,76,147,Moderate
24.6,8.2,4.8,15,Light Green,32,128,67,Moderate
34.5,6.6,7.4,18,Brown,21,229,126,High
24.9,6.7,7.8,28,Dark Green,21,84,33,High
29.7,8.0,7.9,28,Black,18,104,102,Moderate
32.6,6.6,3.8,6,Green,4,133,125,Moderate
25.1,8.3,7.0,25,Black,33,175,31,High
33.5,6.9,3.6,18,Brown,16,108,139,High
27.1,7.8,6.6,27,Light Green,21,145,79,Healthy
24.2,7.0,2.1,18,Green,36,96,30,High
26.9,7.0,5.1,24,Green,11,268,9,Healthy
29.7,7.4,2.9,34,Black,14,110,2,High
34.4,7.4,7.8,31,Brown,7,172,48,Moderate
29.0,9.2,7.9,23,Green,24,214,114,Moderate
28.7,6.9,2.0,16,Light Green,13,144,146,Moderate
27.0,8.4,7.6,21,Dark Green,8,45,115,Healthy
24.7,8.4,3.4,25,Black,25,184,149,High
29.0,8.1,3.8,30,Dark Green,6,121,6,Moderate
31.2,7.7,6.2,35,Light Green,19,117,87,Moderate
31.1,8.5,2.1,24,Light Green,15,250,101,Moderate
30.8,8.0,7.7,16,Light Green,18,132,75,Healthy
30.9,8.6,6.0,18,Brown,10,48,44,Healthy
25.3,8.5,6.1,7,Green,19,60,75,Moderate
24.1,8.8,2.7,10,Light Green,34,292,110,High
28.3,7.6,7.7,26,Brown,4,192,3,Healthy
31.4,7.4,5.5,11,Green,30,80,101,Moderate
33.2,9.4,4.7,21,Green,25,288,39,High
30.2,7.5,3.8,15,Dark Green,40,163,116,High
25.7,6.9,6.6,16,Dark Green,35,222,7,High
31.6,8.7,5.0,33,Dark Green,31,154,8,Moderate
34.4,8.4,2.7,24,Black,1,194,62,High
24.1,7.4,6.5,9,Brown,20,282,73,Moderate
30.8,7.3,2.1,21,Light Green,17,118,44,Moderate
28.7,6.8,7.4,34,Brown,4,236,146,Healthy
26.9,8.9,6.2,11,Light Green,33,147,20,Moderate
29.4,8.6,4.5,25,Brown,13,214,44,Moderate
27.8,8.6,5.0,23,Light Green,22,122,127,Moderate
30.1,9.3,2.7,12,Green,1,195,32,Moderate
31.6,8.4,2.3,11,Green,29,49,118,Moderate
30.3,8.2,2.4,12,Green,1,108,65,Healthy
30.8,8.4,3.6,21,Dark Green,31,63,137,High
24.5,6.9,3.7,17,Green,28,235,27,High
31.7,7.6,4.9,35,Brown,34,85,50,Moderate
32.2,9.3,3.8,6,Brown,30,255,120,High
34.6,6.9,2.8,25,Black,5,253,61,High
24.4,7.5,8.0,33,Black,27,99,68,High
29.5,7.0,7.0,35,Green,39,123,98,Moderate
30.0,8.4,7.6,25,Green,12,165,145,Healthy
